ID;Accepted_species;Accepted_family;Genus_matched;Accepted_name_author;Accepted_name_url;life_form_Cardoso_et_al_2017;Bolivia;Brazil;Colombia;Ecuador;French_Guiana;Guyana;Herrero_Jauregui_et_al_2013;Peru;Piponiot_et_al_2019;Suriname;Venezuela;number_individuals_ATDN_plots;number_plots_ATDN_plots;estimated_ind_Amazon;log10_est_ind_Amazon;check_hyperdominant_spp;Forest_type_IV_max_hyperdominant;IV.indcls_hyperdominant;check ITTO_commercial_spp;check ITTO_LUS_spp;redlistCategory_IUCN_2022;yearPublished_IUCN_2022;Original_AOO_2050_IGS;Original_AOO_2050_BAU;2050_RCP_2.6;2050_RCP 8.5;2050_RCP 2.6_2050_IGS;2050_RCP 2.6_2050_BAU;2050_RCP 8.5_2050_IGS;2050_RCP_8.5_2050_BAU;Sub_region_AOO;check_CITES;appendix_CITES
1;Abarema jupunba;Fabaceae;Abarema;(Willd.) Britton & Killip;http://www.tropicos.org/Name/13000004;tree;NA;NA;1;NA;NA;1;1;NA;1;1;NA;884;381;292552043;8;1;3;0.05;NA;NA;Least Concern;2019;VU;VU;NA;NA;VU;VU;VU;VU;GS;NA;NA
2;Agonandra brasiliensis;Opiliaceae;Agonandra;Miers ex Benth. & Hook. f.;http://www.tropicos.org/Name/23400002;tree;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;326;130;109178199;8;NA;NA;0;NA;NA;Least Concern;2020;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
3;Agonandra silvatica;Opiliaceae;Agonandra;Ducke;http://www.tropicos.org/Name/23400013;tree;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;152;97;57766156;8;NA;NA;0;NA;NA;Least Concern;2020;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
4;Aiouea montana;Lauraceae;Aiouea;(Sw.) R. Rohde;http://www.tropicos.org/Name/100469825;tree;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;10;9;1418468;6;NA;NA;0;NA;NA;Least Concern;2020;NA;VU;CR;CR;CR;CR;CR;CR;CA;NA;NA
5;Albizia niopoides;Fabaceae;Albizia;(Spruce ex Benth.) Burkart;http://www.tropicos.org/Name/13007716;tree;1;NA;NA;NA;NA;NA;1;1;1;NA;1;37;16;12077155;7;NA;NA;0;NA;NA;Least Concern;2019;VU;VU;CR;CR;CR;CR;CR;CR;GS;NA;NA
6;Albizia subdimidiata;Fabaceae;Albizia;(Splitg.) Barneby & J.W. Grimes;http://www.tropicos.org/Name/13074797;tree;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;45;15;21261716;7;NA;NA;0;NA;NA;Least Concern;2020;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
7;Alchornea discolor;Euphorbiaceae;Alchornea;Poepp.;http://www.tropicos.org/Name/12800688;shrub/ tree;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;706;155;312218167;8;NA;NA;0;NA;NA;Least Concern;2020;VU;VU;VU;VU;VU;EN;VU;EN;GS;NA;NA
8;Alchornea glandulosa;Euphorbiaceae;Alchornea;Poepp.;http://www.tropicos.org/Name/12800689;tree;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;144;50;44796751;8;NA;NA;0;NA;NA;Least Concern;2019;NA;NA;VU;VU;VU;VU;EN;EN;WAN;NA;NA
9;Alchornea triplinervia;Euphorbiaceae;Alchornea;(Spreng.) M<fc>ll. Arg.;http://www.tropicos.org/Name/12800700;shrub/ tree;NA;NA;NA;NA;NA;NA;NA;NA;1;1;NA;457;97;225566866;8;NA;NA;0;NA;1;Least Concern;2019;NA;NA;VU;VU;VU;VU;VU;VU;WAN;NA;NA
10;Alchorneopsis floribunda;Euphorbiaceae;Alchorneopsis;(Benth.) M<fc>ll. Arg.;http://www.tropicos.org/Name/12800705;tree;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;364;165;137910687;8;NA;NA;0;NA;NA;Least Concern;2021;NA;VU;VU;VU;VU;VU;VU;VU;CA;NA;NA
11;Alexa grandiflora;Fabaceae;Alexa;Ducke;http://www.tropicos.org/Name/13015568;tree;NA;1;NA;NA;NA;NA;NA;NA;1;NA;NA;664;103;293952855;8;NA;NA;0;NA;NA;NA;NA;VU;EN;EN;EN;CR;CR;CR;CR;GS;NA;NA
12;Alexa imperatricis;Fabaceae;Alexa;(R.H. Schomb.) Baill.;http://www.tropicos.org/Name/13048944;tree;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;1;1564;38;418358227;9;NA;NA;0;NA;NA;NA;NA;NA;VU;EN;EN;EN;EN;EN;EN;GS;NA;NA
13;Alexa wachenheimii;Fabaceae;Alexa;Benoist;http://www.tropicos.org/Name/13015571;tree;NA;NA;NA;NA;NA;NA;NA;NA;1;1;NA;26;8;2354669;6;NA;NA;0;NA;NA;Least Concern;2012;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
14;Allantoma decandra;Lecythidaceae;Allantoma;(Ducke) S.A. Mori. Ya Y.Huang & Prance;http://www.tropicos.org/Name/100143564;tree;NA;1;NA;NA;NA;NA;NA;1;NA;NA;NA;495;160;160845746;8;NA;NA;0;NA;NA;NA;NA;NA;VU;VU;VU;VU;VU;VU;VU;WAN;NA;NA
15;Allantoma lineata;Lecythidaceae;Allantoma;(Mart. & O. Berg) Miers;http://www.tropicos.org/Name/17900367;tree;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;398;54;70136336;8;NA;NA;0;NA;NA;NA;NA;VU;VU;VU;EN;EN;EN;EN;CR;GS;NA;NA
16;Allantoma pluriflora;Lecythidaceae;Allantoma;(Ducke) S.A. Mori. Ya.Y. Huang & Prance;http://www.tropicos.org/Name/100143570;tree;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;NA;40;21;19849955;7;NA;NA;0;NA;NA;NA;NA;NA;NA;VU;EN;VU;VU;EN;EN;WAN;NA;NA
17;Alseis peruviana;Rubiaceae;Alseis;Standl.;http://www.tropicos.org/Name/27900303;tree;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;40;5;38036813;8;NA;NA;0;NA;NA;NA;NA;NA;VU;NA;NA;NA;VU;NA;VU;WAN;NA;NA
18;Amaioua guianensis;Rubiaceae;Amaioua;Aubl.;http://www.tropicos.org/Name/27904166;shrub/ tree;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;1698;246;597122813;9;1;4;0.14;NA;NA;Least Concern;2020;VU;VU;VU;VU;VU;EN;VU;EN;SA;NA;NA
19;Amanoa guianensis;Phyllanthaceae;Amanoa;Aubl.;http://www.tropicos.org/Name/12802526;shrub/ tree;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;472;53;123992219;8;NA;NA;0;NA;NA;Least Concern;2019;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
20;Ambelania acida;Apocynaceae;Ambelania;Aubl.;http://www.tropicos.org/Name/1800680;tree;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;614;235;116203873;8;NA;NA;0;NA;NA;Least Concern;2020;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
21;Ambelania occidentalis;Apocynaceae;Ambelania;Zarucchi;http://www.tropicos.org/Name/1805467;tree;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;4;3;2088804;6;NA;NA;0;NA;NA;NA;NA;NA;NA;VU;EN;VU;VU;EN;EN;WAN;NA;NA
22;Amburana acreana;Fabaceae;Amburana;(Ducke) A.C. Sm.;http://www.tropicos.org/Name/13015575;tree;NA;1;NA;NA;NA;NA;NA;NA;1;NA;NA;53;15;25233013;7;NA;NA;0;NA;NA;Vulnerable;1998;VU;VU;VU;EN;VU;EN;EN;EN;WAS;NA;NA
23;Ampelocera edentula;Ulmaceae;Ampelocera;Kuhlm.;http://www.tropicos.org/Name/33300106;tree;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;636;293;242553276;8;NA;NA;0;NA;NA;Least Concern;2020;VU;VU;VU;VU;VU;VU;VU;EN;SA;NA;NA
24;Ampelocera ruizii;Ulmaceae;Ampelocera;Klotzsch;http://www.tropicos.org/Name/33300022;tree;1;NA;NA;NA;NA;NA;1;NA;1;NA;NA;265;57;138512034;8;NA;NA;0;NA;NA;Least Concern;2019;NA;VU;EN;EN;CR;CR;CR;CR;WAS;NA;NA
25;Amphirrhox longifolia;Violaceae;Amphirrhox;(A. St.-Hil.) Spreng.;http://www.tropicos.org/Name/33800557;shrub/ tree;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;407;102;192267255;8;NA;NA;0;NA;NA;Least Concern;2019;VU;VU;NA;NA;VU;VU;VU;VU;GS;NA;NA
26;Anacardium giganteum;Anacardiaceae;Anacardium;W. Hancock ex Engl.;http://www.tropicos.org/Name/1300075;tree;NA;NA;NA;NA;NA;NA;NA;1;1;1;1;300;153;149674111;8;NA;NA;0;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
27;Anacardium occidentale;Anacardiaceae;Anacardium;L.;http://www.tropicos.org/Name/1300006;tree;1;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;12;6;1346560;6;NA;NA;0;NA;NA;Least Concern;2021;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
28;Anacardium spruceanum;Anacardiaceae;Anacardium;Benth. ex Engl.;http://www.tropicos.org/Name/1300079;tree;NA;1;NA;NA;NA;NA;NA;NA;1;1;NA;310;145;63996295;8;NA;NA;0;NA;1;NA;NA;NA;VU;VU;VU;VU;EN;EN;EN;GS;NA;NA
29;Anadenanthera peregrina;Fabaceae;Anadenanthera;(L.) Speg.;http://www.tropicos.org/Name/13015662;tree;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;9;5;6034613;7;NA;NA;0;NA;NA;Least Concern;2019;VU;VU;EN;EN;EN;CR;EN;CR;SA;NA;NA
30;Andira coriacea;Fabaceae;Andira;Pulle;http://www.tropicos.org/Name/13015685;tree;NA;NA;NA;NA;NA;NA;NA;NA;1;1;NA;101;33;7307569;7;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
31;Andira inermis;Fabaceae;Andira;(W. Wright) Kunth ex DC.;http://www.tropicos.org/Name/13048538;tree;NA;NA;NA;NA;NA;NA;1;NA;1;1;1;201;102;71169191;8;NA;NA;0;NA;NA;Least Concern;2017;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
32;Andira macrothyrsa;Fabaceae;Andira;Ducke;http://www.tropicos.org/Name/13015696;tree;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;NA;30;17;10833370;7;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
33;Andira parviflora;Fabaceae;Andira;Ducke;http://www.tropicos.org/Name/13015703;tree;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;135;60;43479905;8;NA;NA;0;NA;NA;Least Concern;2021;VU;VU;CR;CR;CR;CR;CR;CR;CA;NA;NA
34;Andira surinamensis;Fabaceae;Andira;(Bondt) Splitg. ex Pulle;http://www.tropicos.org/Name/13015710;shrub/ tree;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;200;81;42058172;8;NA;NA;0;NA;NA;Least Concern;2019;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
35;Aniba burchellii;Lauraceae;Aniba;Kosterm.;http://www.tropicos.org/Name/17802523;tree;NA;NA;1;NA;NA;NA;NA;NA;1;NA;NA;158;52;35846723;8;NA;NA;0;NA;NA;Least Concern;2019;NA;VU;EN;EN;EN;CR;EN;CR;CA;NA;NA
36;Aniba canelilla;Lauraceae;Aniba;(Kunth) Mez;http://www.tropicos.org/Name/17800123;tree;NA;NA;NA;NA;NA;NA;1;NA;1;NA;NA;586;130;75571080;8;NA;NA;0;NA;1;Least Concern;2019;VU;VU;VU;VU;VU;EN;VU;EN;SA;NA;NA
37;Aniba guianensis;Lauraceae;Aniba;Aubl.;http://www.tropicos.org/Name/17800524;tree;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;317;87;52718251;8;NA;NA;0;NA;NA;Least Concern;2019;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
38;Aniba hostmanniana;Lauraceae;Aniba;(Nees) Mez;http://www.tropicos.org/Name/17800128;tree;NA;NA;1;NA;NA;NA;1;NA;1;1;NA;178;92;65008780;8;NA;NA;0;NA;NA;Least Concern;2019;NA;VU;NA;VU;VU;VU;VU;VU;CA;NA;NA
39;Aniba jenmanii;Lauraceae;Aniba;Mez;http://www.tropicos.org/Name/17800130;shrub/ tree;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;11;8;1695031;6;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
40;Aniba kappleri;Lauraceae;Aniba;Mez;http://www.tropicos.org/Name/17800131;tree;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;74;31;29291810;7;NA;NA;0;NA;NA;Least Concern;2020;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
41;Aniba muca;Lauraceae;Aniba;(Ruiz & Pav.) Mez;http://www.tropicos.org/Name/17800134;tree;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;NA;NA;0;NA;NA;NA;0;NA;NA;Least Concern;2021;NA;NA;EN;CR;EN;EN;CR;CR;WAN;NA;NA
42;Aniba panurensis;Lauraceae;Aniba;(Meisn.) Mez;http://www.tropicos.org/Name/17800137;tree;NA;NA;1;NA;NA;NA;1;1;NA;1;NA;163;66;69356080;8;NA;NA;0;NA;NA;Least Concern;2019;VU;VU;NA;VU;VU;VU;VU;VU;GS;NA;NA
43;Aniba parviflora;Lauraceae;Aniba;(Meisn.) Mez;http://www.tropicos.org/Name/17800138;tree;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;205;80;34281834;8;NA;NA;0;NA;NA;Least Concern;2019;NA;VU;VU;VU;VU;VU;VU;VU;CA;NA;NA
44;Aniba perutilis;Lauraceae;Aniba;Hemsl.;http://www.tropicos.org/Name/17800140;tree;NA;NA;1;NA;NA;NA;1;NA;NA;NA;NA;4;3;1951859;6;NA;NA;0;NA;NA;Vulnerable;2020;NA;NA;VU;NA;VU;VU;VU;VU;WAN;NA;NA
45;Aniba puchury-minor;Lauraceae;Aniba;(Mart.) Mez;http://www.tropicos.org/Name/17800141;tree;NA;NA;1;NA;NA;NA;1;1;NA;NA;NA;154;40;32761793;8;NA;NA;0;NA;NA;Least Concern;2019;NA;NA;VU;EN;VU;VU;EN;EN;WAN;NA;NA
46;Aniba riparia;Lauraceae;Aniba;(Nees) Mez;http://www.tropicos.org/Name/17800144;tree;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;114;41;35211779;8;NA;NA;0;NA;NA;Least Concern;2019;NA;VU;VU;VU;VU;VU;VU;VU;CA;NA;NA
47;Aniba taubertiana;Lauraceae;Aniba;Mez;http://www.tropicos.org/Name/17800147;tree;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;92;61;26178653;7;NA;NA;0;NA;NA;Least Concern;2019;NA;VU;NA;VU;VU;VU;VU;VU;GS;NA;NA
48;Aniba williamsii;Lauraceae;Aniba;O.C. Schmidt;http://www.tropicos.org/Name/17802387;tree;NA;NA;NA;NA;NA;NA;NA;NA;1;1;NA;144;83;45700508;8;NA;NA;0;NA;NA;Least Concern;2019;VU;VU;VU;VU;VU;VU;VU;EN;CA;NA;NA
49;Annona densicoma;Annonaceae;Annona;Mart.;http://www.tropicos.org/Name/1600056;tree;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;178;16;59378977;8;NA;NA;0;NA;NA;Least Concern;2019;VU;VU;EN;EN;CR;CR;CR;CR;CA;NA;NA
50;Annona duckei;Annonaceae;Annona;Diels;http://www.tropicos.org/Name/1600059;tree;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;35;22;9507192;7;NA;NA;0;NA;NA;Least Concern;2019;NA;NA;VU;VU;VU;VU;VU;VU;WAN;NA;NA
51;Annona hypoglauca;Annonaceae;Annona;Mart.;http://www.tropicos.org/Name/1600068;shrub/ tree;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;120;29;56594392;8;NA;NA;0;NA;NA;Least Concern;2019;NA;VU;VU;VU;VU;VU;VU;EN;CA;NA;NA
52;Annona jucunda;Annonaceae;Annona;(Diels) H. Rainer;http://www.tropicos.org/Name/100289471;tree;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;20;13;7125133;7;NA;NA;0;NA;NA;Least Concern;2021;NA;NA;VU;VU;VU;VU;VU;VU;WAN;NA;NA
53;Annona montana;Annonaceae;Annona;Macfad.;http://www.tropicos.org/Name/1600684;tree;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;55;33;27481380;7;NA;NA;0;NA;NA;Least Concern;2020;NA;VU;VU;VU;VU;EN;EN;EN;GS;NA;NA
54;Annona sericea;Annonaceae;Annona;Dunal;http://www.tropicos.org/Name/1600098;shrub/ tree;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;13;7;8776036;7;NA;NA;0;NA;NA;Least Concern;2021;VU;VU;VU;VU;EN;EN;EN;EN;SA;NA;NA
55;Anthodiscus pilosus;Caryocaraceae;Anthodiscus;Ducke;http://www.tropicos.org/Name/6200009;tree;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;25;17;9545008;7;NA;NA;0;NA;NA;NA;NA;NA;NA;EN;EN;EN;EN;EN;EN;WAN;NA;NA
56;Antonia ovata;Loganiaceae;Antonia;Pohl;http://www.tropicos.org/Name/19000826;tree;NA;NA;NA;NA;NA;NA;NA;NA;1;1;NA;155;39;33506944;8;NA;NA;0;NA;NA;Least Concern;2019;VU;EN;VU;VU;EN;CR;EN;CR;SA;NA;NA
57;Aparisthmium cordatum;Euphorbiaceae;Aparisthmium;(A. Juss.) Baill.;http://www.tropicos.org/Name/12802447;shrub/ tree;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;894;173;349140648;9;1;4;0.08;NA;NA;Least Concern;2019;VU;VU;NA;NA;VU;VU;VU;VU;GS;NA;NA
58;Apeiba albiflora;Malvaceae;Apeiba;Ducke;http://www.tropicos.org/Name/32200074;tree;NA;NA;NA;NA;NA;NA;NA;NA;1;1;NA;15;6;2748941;6;NA;NA;0;NA;NA;Least Concern;2020;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
59;Apeiba echinata;Malvaceae;Apeiba;Gaertn.;http://www.tropicos.org/Name/32200630;tree;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
60;Apeiba glabra;Malvaceae;Apeiba;Aubl.;http://www.tropicos.org/Name/32200632;tree;NA;NA;NA;NA;NA;NA;NA;NA;1;1;NA;784;234;268803929;8;NA;NA;0;NA;NA;Least Concern;2018;NA;VU;VU;VU;VU;EN;VU;EN;GS;NA;NA
61;Apeiba membranacea;Malvaceae;Apeiba;Spruce ex Benth.;http://www.tropicos.org/Name/32200077;tree;NA;NA;1;1;NA;NA;1;1;1;NA;NA;854;178;217869224;8;NA;NA;0;NA;1;Least Concern;2019;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
62;Apeiba petoumo;Malvaceae;Apeiba;Aubl.;http://www.tropicos.org/Name/32200078;tree;NA;NA;NA;NA;NA;NA;NA;NA;1;1;NA;1263;312;364840053;9;NA;NA;0;NA;NA;Least Concern;2020;NA;VU;VU;EN;EN;EN;EN;EN;GS;NA;NA
63;Apeiba schomburgkii;Malvaceae;Apeiba;Szyszyl.;http://www.tropicos.org/Name/32200079;tree;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;91;28;38028292;8;NA;NA;0;NA;NA;Least Concern;2019;VU;EN;VU;EN;EN;CR;EN;CR;GS;NA;NA
64;Apeiba tibourbou;Malvaceae;Apeiba;Aubl.;http://www.tropicos.org/Name/32200231;tree;NA;NA;NA;NA;NA;NA;1;NA;NA;1;NA;364;124;261447756;8;1;4;0.04;NA;NA;Least Concern;2019;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
65;Apuleia leiocarpa;Fabaceae;Apuleia;(Vogel) J.F. Macbr.;http://www.tropicos.org/Name/13015804;tree;1;1;1;NA;NA;NA;1;1;1;NA;NA;367;144;183475510;8;NA;NA;0;1;NA;Least Concern;2021;VU;EN;VU;EN;EN;CR;EN;CR;SA;NA;NA
66;Aspidosperma album;Apocynaceae;Aspidosperma;(Vahl) Benoist ex Pichon;http://www.tropicos.org/Name/1805662;tree;NA;NA;NA;NA;NA;NA;NA;NA;1;1;NA;230;95;67587408;8;NA;NA;0;NA;NA;NA;NA;VU;VU;VU;EN;VU;EN;EN;CR;SA;NA;NA
67;Aspidosperma cylindrocarpon;Apocynaceae;Aspidosperma;M<fc>ll. Arg.;http://www.tropicos.org/Name/1800102;tree;1;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;151;19;76519255;8;NA;NA;0;NA;1;Least Concern;2019;VU;EN;EN;EN;EN;CR;CR;CR;WAS;NA;NA
68;Aspidosperma desmanthum;Apocynaceae;Aspidosperma;Benth. ex M<fc>ll. Arg.;http://www.tropicos.org/Name/1800106;tree;NA;1;1;NA;NA;NA;NA;NA;1;1;NA;1007;235;167197687;8;NA;NA;0;NA;1;Least Concern;2019;VU;VU;NA;NA;VU;VU;VU;VU;SA;NA;NA
69;Aspidosperma excelsum;Apocynaceae;Aspidosperma;Benth.;http://www.tropicos.org/Name/1800114;tree;NA;NA;1;NA;NA;NA;1;1;1;1;NA;3359;525;872926696;9;1;2;0.32;NA;NA;Least Concern;2019;VU;VU;NA;NA;VU;VU;VU;VU;GS;NA;NA
70;Aspidosperma helstonei;Apocynaceae;Aspidosperma;Donsel.;https://wcvp.science.kew.org/taxon/77376-1;tree;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;7;6;2141854;6;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
71;Aspidosperma megalocarpon;Apocynaceae;Aspidosperma;M<fc>ll. Arg.;http://www.tropicos.org/Name/1802200;tree;NA;NA;NA;NA;NA;NA;1;NA;NA;1;1;16;8;2314704;6;NA;NA;0;NA;1;Lower Risk/near threatened;1998;NA;NA;VU;VU;VU;EN;EN;EN;WAN;NA;NA
72;Aspidosperma parvifolium;Apocynaceae;Aspidosperma;A. DC.;http://www.tropicos.org/Name/1802203;tree;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;426;108;149733787;8;NA;NA;0;NA;NA;NA;NA;VU;VU;VU;EN;EN;CR;EN;CR;SA;NA;NA
73;Aspidosperma rigidum;Apocynaceae;Aspidosperma;Rusby;http://www.tropicos.org/Name/1805072;tree;1;NA;NA;1;NA;NA;NA;1;1;NA;NA;423;145;190179718;8;NA;NA;0;NA;NA;Least Concern;2019;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
74;Aspidosperma schultesii;Apocynaceae;Aspidosperma;Woodson;http://www.tropicos.org/Name/1800156;tree;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;247;47;88177988;8;NA;NA;0;NA;NA;Least Concern;2019;NA;VU;VU;VU;VU;VU;VU;VU;WAN;NA;NA
75;Aspidosperma spruceanum;Apocynaceae;Aspidosperma;Benth. ex M<fc>ll. Arg.;http://www.tropicos.org/Name/1800162;tree;NA;NA;NA;NA;NA;NA;1;NA;NA;1;NA;712;154;153308535;8;NA;NA;0;NA;NA;Least Concern;2019;VU;VU;NA;NA;VU;VU;VU;VU;GS;NA;NA
76;Astrocaryum sciophilum;Arecaceae;Astrocaryum;(Miq.) Pulle;http://www.tropicos.org/Name/2401579;palm tree;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;1676;91;472047082;9;1;4;0.05;NA;NA;NA;NA;NA;VU;EN;CR;EN;EN;CR;CR;GS;NA;NA
77;Astronium graveolens;Anacardiaceae;Astronium;Jacq.;http://www.tropicos.org/Name/1300086;tree;NA;1;NA;NA;NA;NA;1;1;1;NA;1;500;118;156108575;8;NA;NA;0;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
78;Astronium lecointei;Anacardiaceae;Astronium;Ducke;http://www.tropicos.org/Name/1300091;tree;1;1;NA;NA;NA;NA;1;NA;1;1;NA;522;217;257513097;8;NA;NA;0;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
79;Astronium ulei;Anacardiaceae;Astronium;Mattick;http://www.tropicos.org/Name/1300788;tree;NA;1;NA;NA;NA;NA;NA;NA;NA;1;1;103;38;20882467;7;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
80;Bagassa guianensis;Moraceae;Bagassa;Aubl.;http://www.tropicos.org/Name/50086767;tree;NA;1;NA;NA;1;NA;NA;NA;1;1;NA;85;66;42354851;8;NA;NA;0;NA;1;Least Concern;2020;VU;EN;EN;EN;EN;CR;EN;CR;SA;NA;NA
81;Balizia pedicellaris;Fabaceae;Balizia;(DC.) Barneby & J.W. Grimes;http://www.tropicos.org/Name/50068035;tree;NA;NA;NA;NA;1;NA;1;NA;NA;NA;NA;331;136;58012891;8;NA;NA;0;NA;1;NA;NA;NA;VU;VU;VU;VU;VU;VU;EN;SA;NA;NA
82;Batocarpus amazonicus;Moraceae;Batocarpus;(Ducke) Fosberg;http://www.tropicos.org/Name/21301909;tree;1;NA;NA;NA;NA;NA;1;NA;1;NA;NA;181;85;73122892;8;NA;NA;0;NA;NA;Least Concern;2020;NA;VU;NA;NA;VU;VU;VU;VU;CA;NA;NA
83;Batocarpus orinocensis;Moraceae;Batocarpus;H. Karst.;http://www.tropicos.org/Name/21300571;tree;NA;NA;NA;1;NA;NA;NA;1;NA;NA;NA;224;65;55534023;8;NA;NA;0;NA;NA;Least Concern;2019;NA;NA;NA;VU;VU;VU;VU;VU;WAN;NA;NA
84;Beilschmiedia costaricensis;Lauraceae;Beilschmiedia;(Mez & Pittier) C.K. Allen;http://www.tropicos.org/Name/17802678;tree;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;1;1;471873;6;NA;NA;0;NA;NA;Least Concern;2021;VU;EN;CR;CR;CR;CR;CR;CR;WAN;NA;NA
85;Beilschmiedia latifolia;Lauraceae;Beilschmiedia;(Nees) Sach. Nishida;http://www.tropicos.org/Name/50126312;tree;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;NA;NA;0;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
86;Beilschmiedia sulcata;Lauraceae;Beilschmiedia;(Ruiz & Pav.) Kosterm.;http://www.tropicos.org/Name/17802461;tree;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;1;1;1065178;6;NA;NA;0;NA;NA;Data Deficient;2021;NA;VU;VU;CR;VU;VU;CR;CR;WAN;NA;NA
87;Bellucia grossularioides;Melastomataceae;Bellucia;(L.) Triana;http://www.tropicos.org/Name/20302605;tree;NA;NA;1;NA;NA;NA;NA;NA;NA;1;NA;720;109;222343298;8;NA;NA;0;NA;NA;Least Concern;2019;VU;VU;NA;VU;VU;VU;VU;EN;GS;NA;NA
88;Bertholletia excelsa;Lecythidaceae;Bertholletia;Bonpl.;http://www.tropicos.org/Name/17900013;tree;NA;1;1;NA;NA;NA;1;1;1;1;NA;565;197;252182311;8;1;4;0.1;NA;1;Vulnerable;1998;VU;VU;VU;EN;VU;EN;EN;CR;SA;NA;NA
